,location,total_sqft,bath,bhk_size,price
11539,Haralur Road,1243.0,2.0,2,46.0
11540,Kanakpura Road,1452.0,3.0,3,60.98
11541,Other,1475.0,3.0,3,75.0
11542,Electronic City,1353.0,2.0,2,75.0
11543,Other,2100.0,3.0,4,210.0
11544,Electronics City Phase 1,1750.0,3.0,3,58.0
11546,Sahakara Nagar,1270.0,2.0,2,96.0
11547,Battarahalli,2700.0,3.0,4,75.0
11548,8th Phase JP Nagar,1200.0,4.0,4,270.0
11549,Thanisandra,2695.0,4.0,4,188.0
11550,Other,1330.0,3.0,3,65.0
11551,Electronic City,660.0,1.0,2,18.0
11552,BTM 2nd Stage,1400.0,2.0,2,90.0
11553,Gubbalala,4000.0,5.0,4,195.0
11554,Kanakpura Road,1700.0,3.0,3,75.0
11555,Kasavanhalli,1585.0,2.0,2,90.0
11556,Kothanur,1385.0,3.0,3,67.0
11557,Electronic City,1128.0,2.0,2,67.0
11558,Whitefield,60.0,4.0,4,218.0
11560,HSR Layout,1203.0,2.0,2,60.0
11561,Mallasandra,905.0,2.0,2,35.0
11562,Hennur Road,1450.0,3.0,3,79.0
11563,Varthur,1105.0,2.0,2,38.0
11564,Channasandra,1200.0,2.0,2,46.13
11565,Jalahalli,1530.0,2.0,3,89.0
11566,Whitefield,1105.0,2.0,2,35.4
11567,Dasarahalli,1333.0,2.0,2,78.56
11568,Other,1065.0,2.0,2,45.0
11569,Hosur Road,1350.0,3.0,3,8.44
11570,Haralur Road,1243.0,2.0,2,46.0
11571,Old Madras Road,1530.0,3.0,3,76.34
11572,Margondanahalli,1200.0,2.0,2,65.0
11573,Whitefield,1270.0,2.0,2,94.0
11574,Bellandur,1830.0,3.0,3,89.0
11575,Chandapura,900.0,2.0,2,35.0
11576,Attibele,2400.0,2.0,4,250.0
11578,Bannerghatta Road,1450.0,2.0,3,78.0
11579,Other,1525.0,3.0,3,65.0
11580,Mahalakshmi Layout,1080.0,2.0,2,67.0
11581,Other,1220.0,2.0,2,72.0
11582,Begur Road,1200.0,2.0,2,44.4
11583,Bommanahalli,1355.0,2.0,2,73.17
11584,R.T. Nagar,2400.0,3.0,3,348.0
11585,Other,1500.0,2.0,2,60.0
11586,Koramangala,1355.0,2.0,2,95.0
11587,Electronic City,1070.0,2.0,2,57.0
11588,CV Raman Nagar,1980.0,4.0,3,180.0
11589,Bommasandra,842.0,2.0,2,30.0
11590,Bannerghatta Road,700.0,1.0,1,31.2
11591,Other,2500.0,4.0,3,65.0
11592,Other,1884.0,3.0,3,95.0
11593,Other,1100.0,2.0,2,75.0
11594,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54
11595,Budigere,1820.0,3.0,3,85.0
11597,Thanisandra,1185.0,2.0,2,43.5
11598,Varthur,2145.0,3.0,3,170.0
11599,Whitefield,1220.0,2.0,2,89.0
11600,Whitefield,1116.0,2.0,2,51.91
11601,6th Phase JP Nagar,1192.0,2.0,2,75.0
11602,Marathahalli,1449.0,3.0,3,110.0
11603,Ardendale,2500.0,3.0,3,250.0
11604,Electronic City,1700.0,3.0,3,90.0
11605,Hebbal,1920.0,3.0,3,150.0
11606,Other,1350.0,2.0,2,90.0
11608,Other,1700.0,3.0,3,74.0
11609,Hoodi,1447.0,3.0,2,76.0
11610,Kanakpura Road,1329.0,2.0,2,107.0
11611,Sarjapur  Road,1314.0,2.0,3,70.44
11612,Other,1200.0,3.0,3,110.0
11614,Hosa Road,1513.0,3.0,3,103.0
11615,Other,0.0,2.0,3,80.0
11616,Vittasandra,1246.0,2.0,2,67.5
11617,Other,705.0,1.0,1,65.0
11618,Dasarahalli,1220.0,2.0,2,62.0
11619,Yelahanka New Town,1800.0,2.0,3,45.0
11620,Kaval Byrasandra,1400.0,3.0,3,75.0
11621,Kasavanhalli,1245.0,2.0,2,80.0
11622,Other,1495.0,2.0,3,63.0
11623,Nagavara,2000.0,2.0,3,275.0
11624,Gollarapalya Hosahalli,996.0,2.0,2,36.5
11625,Yelahanka New Town,1000.0,2.0,2,44.0
11626,Other,1250.0,2.0,2,75.0
11627,Chandapura,975.0,2.0,2,24.86
11628,Thanisandra,1261.0,2.0,3,80.0
11629,Electronics City Phase 1,1080.0,2.0,2,46.0
11630,Other,1230.0,2.0,2,50.0
11631,Kammasandra,982.0,2.0,2,25.53
11632,Bommasandra,1260.0,3.0,3,49.36
11633,HSR Layout,1590.0,2.0,3,135.0
11634,Horamavu Agara,1220.0,2.0,2,39.0
11635,Electronic City Phase II,1320.0,2.0,3,38.12
11636,Green Glen Layout,1750.0,3.0,3,105.0
11637,Whitefield,1436.0,2.0,3,62.15
11638,TC Palaya,1200.0,2.0,3,66.0
11639,Malleshwaram,1500.0,2.0,2,140.0
11640,Varthur,1560.0,3.0,3,90.0
11641,Whitefield,3758.0,3.0,3,300.0
11642,Other,1275.0,2.0,2,59.0
11643,Other,1040.0,2.0,2,36.4
11644,Bellandur,2400.0,3.0,3,115.0
11646,Kaggalipura,3150.0,5.0,4,212.0
11647,Karuna Nagar,1960.0,3.0,3,165.0
11648,JP Nagar,3200.0,5.0,4,309.0
11649,Yeshwanthpur,1195.0,2.0,2,100.0
11650,Yelahanka,1195.0,2.0,2,53.105
11652,Ulsoor,450.0,3.0,3,70.0
11654,Other,648.0,1.0,1,40.0
11655,Sarjapur  Road,2100.0,3.0,3,130.0
11657,Kudlu,1027.0,2.0,2,44.0
11658,Whitefield,1575.0,4.0,4,250.0
11659,Bommasandra,1365.0,3.0,3,52.82
11660,Yelahanka New Town,650.0,1.0,1,18.0
11661,Chandapura,1200.0,2.0,3,52.0
11662,Cooke Town,1100.0,2.0,2,90.0
11663,7th Phase JP Nagar,1075.0,2.0,3,57.0
11664,Banashankari,1100.0,2.0,2,63.0
11665,Other,1320.0,2.0,3,58.0
11666,Kammasandra,1500.0,3.0,3,65.0
11667,Other,1200.0,5.0,4,150.0
11668,Other,1125.0,3.0,4,126.0
11669,Vittasandra,1246.0,2.0,2,67.5
11670,Bhoganhalli,1718.0,3.0,3,90.2
11671,Bisuvanahalli,1075.0,2.0,3,32.0
11672,Other,1480.0,3.0,3,75.48
11673,Other,500.0,1.0,1,13.0
11674,Other,2400.0,4.0,5,325.0
11675,Kaikondrahalli,1200.0,4.0,4,125.0
11676,Kanakpura Road,1041.0,2.0,2,36.44
11677,Other,1128.0,2.0,2,48.4
11678,Hosur Road,1685.0,3.0,3,90.0
11679,Other,1180.0,2.0,2,65.0
11680,Other,1200.0,2.0,2,60.0
11681,Other,1250.0,3.0,3,39.5
11682,Kanakpura Road,900.0,2.0,2,41.0
11683,Other,1000.0,2.0,2,45.0
11684,Yelahanka New Town,600.0,2.0,2,80.0
11685,2nd Stage Nagarbhavi,600.0,3.0,4,82.0
11686,Vittasandra,1404.0,2.0,2,70.0
11687,Ramagondanahalli,1610.0,2.0,3,115.0
11688,Varthur,1760.0,2.0,2,85.0
11689,Other,975.0,2.0,2,55.0
11690,Other,1190.0,2.0,2,42.0
11691,Kudlu,1110.0,2.0,2,46.0
11692,Rajaji Nagar,2415.0,3.0,3,399.0
11693,Gunjur,1235.0,2.0,2,44.5
11694,Other,1275.0,2.0,2,55.0
11695,Other,1115.0,2.0,2,115.0
11696,Harlur,1197.0,2.0,2,76.0
11697,Begur Road,644.0,1.0,1,32.0
11698,Bellandur,1251.0,2.0,2,47.0
11699,Neeladri Nagar,1105.0,2.0,2,30.0
11700,Other,1080.0,2.0,2,38.0
11701,Kudlu,2100.0,3.0,4,114.0
11702,Kammanahalli,1600.0,4.0,4,200.0
11703,NRI Layout,1731.0,3.0,3,64.11
11704,Hormavu,1206.0,2.0,2,55.0
11705,Choodasandra,1560.0,3.0,3,78.0
11706,7th Phase JP Nagar,750.0,1.0,1,47.0
11707,Billekahalli,1035.0,2.0,2,90.0
11709,Sarjapur  Road,702.0,1.0,1,35.8
11710,Attibele,1700.0,3.0,3,65.0
11711,HRBR Layout,1145.0,2.0,2,68.5
11712,Ramamurthy Nagar,1208.0,2.0,3,43.5
11713,Brookefield,1589.0,3.0,3,74.0
11714,Other,560.0,2.0,2,22.0
11715,Yelahanka New Town,1426.0,2.0,3,61.5
11716,Green Glen Layout,1885.0,3.0,3,135.0
11717,Old Madras Road,935.0,2.0,2,37.77
11718,Old Madras Road,1171.0,2.0,2,73.0
11719,Singasandra,1465.0,2.0,2,60.0
11720,Budigere,1820.0,3.0,3,95.0
11721,Raja Rajeshwari Nagar,1580.0,2.0,3,66.85
11722,Whitefield,1452.0,2.0,3,46.29
11723,Hennur Road,1445.0,2.0,3,89.56
11724,Other,1170.0,2.0,2,39.0
11725,Other,1070.0,2.0,2,50.0
11726,Kanakpura Road,1100.0,3.0,3,53.0
11727,Kothanur,1140.0,2.0,2,56.0
11728,Rachenahalli,2600.0,3.0,3,160.0
11729,Other,1532.0,3.0,3,59.75
11730,Other,1150.0,2.0,2,46.0
11731,Jakkur,1473.0,2.0,2,85.0
11732,Kathriguppe,1350.0,3.0,3,80.99
11734,CV Raman Nagar,1980.0,4.0,3,166.0
11735,Hoodi,1660.0,3.0,3,128.0
11737,Chamrajpet,650.0,2.0,2,45.0
11739,Malleshwaram,2475.0,4.0,3,340.0
11740,Other,1495.0,3.0,3,90.0
11741,R.T. Nagar,1080.0,2.0,2,48.0
11742,Electronic City,1521.0,2.0,3,57.5
11743,Other,1053.0,2.0,2,51.0
11744,Binny Pete,2406.0,5.0,3,289.0
11745,Kanakpura Road,800.0,5.0,4,115.0
11746,7th Phase JP Nagar,1050.0,2.0,2,42.0
11747,Thanisandra,1430.0,2.0,3,51.48
11748,Begur,2400.0,3.0,3,12.0
11749,Other,1250.0,3.0,3,39.0
11750,Other,1200.0,2.0,4,75.0
11751,Ulsoor,840.0,1.0,1,150.0
11752,Uttarahalli,1000.0,2.0,2,39.5
11753,Bannerghatta Road,1630.0,3.0,3,68.0
11754,Kammasandra,985.0,2.0,2,40.5
11755,BTM 2nd Stage,1200.0,2.0,2,70.0
11756,Ambalipura,1650.0,3.0,3,100.0
11757,Mico Layout,1670.0,3.0,3,59.0
11758,5th Block Hbr Layout,1200.0,5.0,5,205.0
11759,Sarjapur  Road,1240.0,4.0,4,110.0
11760,Other,1000.0,2.0,2,60.0
11761,Other,830.0,2.0,2,26.0
11762,Ramagondanahalli,1200.0,3.0,3,56.1
11765,Haralur Road,1140.0,2.0,2,43.0
11766,Nagarbhavi,1635.0,3.0,3,85.0
11767,HSR Layout,1120.0,2.0,2,70.0
11769,Sector 7 HSR Layout,1760.0,3.0,3,185.0
11770,Harlur,2137.0,3.0,3,110.0
11771,Hennur Road,973.0,2.0,2,50.74
11772,Kundalahalli,1724.0,3.0,3,146.0
11773,Banashankari,1020.0,2.0,2,40.79
11774,Other,1200.0,4.0,4,375.0
11775,Electronic City,750.0,1.0,1,35.0
11776,Kambipura,883.0,2.0,2,49.0
11777,Other,660.0,2.0,2,76.0
11778,Ramagondanahalli,2787.0,5.0,4,220.0
11779,Other,1470.0,2.0,3,60.0
11780,Electronics City Phase 1,891.0,2.0,2,24.95
11781,Other,1275.0,2.0,2,76.0
11782,Kothanur,1787.0,3.0,3,120.0
11783,8th Phase JP Nagar,1730.0,5.0,5,75.0
11784,Sarjapur  Road,1320.0,2.0,2,110.0
11785,Yeshwanthpur,1692.0,3.0,3,108.0
11786,Bannerghatta Road,1400.0,3.0,3,69.0
11787,Sarjapur  Road,1115.0,2.0,2,50.0
11788,Whitefield,1370.0,2.0,2,56.0
11789,Other,1602.0,3.0,3,56.0
11790,Other,793.0,1.0,1,40.0
11791,GM Palaya,675.0,1.0,1,35.0
11792,Chikka Tirupathi,3250.0,4.0,4,136.0
11793,Whitefield,1050.0,2.0,2,43.0
11794,Jalahalli East,1035.0,2.0,2,42.5
11795,Sarjapur  Road,1200.0,2.0,3,44.0
11796,Sarjapur  Road,1800.0,3.0,3,128.0
11797,Green Glen Layout,1625.0,3.0,3,70.0
11798,Electronics City Phase 1,1032.0,2.0,2,31.99
11799,Whitefield,1496.0,2.0,3,71.81
11800,Other,1100.0,2.0,2,38.0
11801,Kundalahalli,1500.0,3.0,3,50.0
11802,Electronic City Phase II,1125.0,2.0,2,32.63
11803,Other,1555.0,3.0,3,73.0
11804,Amruthahalli,1025.0,2.0,2,42.0
11805,Hennur Road,1482.0,2.0,3,83.73
11806,Other,1630.0,2.0,3,130.0
11807,Arekere,900.0,2.0,2,44.5
11808,Yelahanka,1355.0,2.0,3,75.0
11810,Akshaya Nagar,1200.0,2.0,2,45.0
11811,Other,1563.0,3.0,3,63.0
11812,Other,1344.0,4.0,4,84.0
11813,Other,3000.0,3.0,3,400.0
11814,5th Phase JP Nagar,812.0,2.0,2,42.0
11815,Basaveshwara Nagar,1200.0,2.0,2,70.0
11816,Yelahanka,3175.0,4.0,4,156.0
11817,Marathahalli,1360.0,2.0,2,101.0
11818,Hegde Nagar,1835.0,3.0,3,88.0
11819,Rachenahalli,1756.0,3.0,3,110.0
11820,8th Phase JP Nagar,1296.0,2.0,3,51.83
11821,Haralur Road,1300.0,2.0,2,75.0
11822,Anandapura,1141.0,2.0,2,50.0
11823,Poorna Pragna Layout,1270.0,2.0,3,50.79
11824,Electronic City,1210.0,2.0,2,55.0
11825,Hormavu,1310.0,2.0,2,67.0
11826,Other,1356.0,5.0,5,139.0
11827,Magadi Road,1187.0,2.0,3,55.195
11828,Gubbalala,1745.0,3.0,3,140.0
11829,KR Puram,1200.0,5.0,5,125.0
11830,Raja Rajeshwari Nagar,1050.0,2.0,2,37.0
11832,Electronic City Phase II,1140.0,2.0,2,34.0
11833,Varthur,1210.0,2.0,2,54.0
11834,Kasavanhalli,2035.0,3.0,3,142.0
11835,Sarjapur,633.0,1.0,1,17.09
11836,Amruthahalli,485.0,1.0,1,19.5
11837,Varthur,1112.0,2.0,2,40.0
11838,Other,1200.0,2.0,2,82.0
11839,Sarjapur  Road,2275.0,4.0,3,187.0
11840,Other,1419.0,3.0,3,85.0
11841,Other,1195.0,2.0,2,42.4
11842,Other,2020.0,3.0,3,270.0
11843,Kundalahalli,1047.0,2.0,2,91.0
11844,Thanisandra,1884.0,4.0,3,117.0
11845,Malleshpalya,1200.0,3.0,3,149.0
11846,Bannerghatta Road,905.0,2.0,2,58.0
11847,JP Nagar,1500.0,2.0,3,108.0
11848,Other,850.0,1.0,1,50.0
11849,Bommasandra Industrial Area,1125.0,2.0,2,32.49
11850,Tindlu,1165.0,2.0,2,59.8
11851,Other,933.0,2.0,2,55.0
11852,Hennur Road,1305.0,2.0,3,77.0
11853,Billekahalli,1125.0,2.0,2,65.0
11854,Other,865.0,2.0,2,33.0
11855,Jigani,1245.0,3.0,3,66.0
11857,Other,1145.0,2.0,3,60.0
11858,AECS Layout,2000.0,3.0,3,90.0
11859,Hosa Road,625.0,1.0,1,43.68
11860,Kundalahalli,1724.0,3.0,3,128.0
11861,Other,400.0,1.0,1,75.0
11862,Sarjapur  Road,1270.0,2.0,3,54.0
11863,Other,1250.0,3.0,3,39.5
11864,Jakkur,1485.0,3.0,3,72.0
11865,Other,823.0,2.0,2,80.0
11866,7th Phase JP Nagar,990.0,2.0,2,50.0
11867,TC Palaya,1200.0,2.0,3,66.0
11868,Kothanur,1185.0,2.0,2,59.0
11869,Kadubeesanahalli,1140.0,2.0,2,78.0
11870,Ambedkar Nagar,1950.0,4.0,3,120.0
11871,Yelahanka,1756.0,3.0,3,125.0
11872,Kumaraswami Layout,2600.0,4.0,4,300.0
11873,Chandapura,520.0,1.0,1,14.04
11874,Other,1025.0,2.0,2,48.0
11875,Whitefield,1216.0,2.0,2,72.0
11876,Sarjapur  Road,1026.0,2.0,2,60.8
11877,Sarjapur  Road,3335.0,4.0,4,300.0
11878,Kodichikkanahalli,2700.0,4.0,5,125.0
11879,Begur,1411.0,2.0,3,60.0
11880,Kanakpura Road,1320.0,2.0,3,39.6
11881,Bannerghatta,1320.0,2.0,2,50.0
11882,OMBR Layout,615.0,4.0,4,110.0
11883,Kalena Agrahara,1804.0,3.0,3,155.0
11884,HSR Layout,1140.0,2.0,2,46.0
11885,Banjara Layout,1200.0,4.0,4,105.0
11886,Hebbal,2375.0,4.0,4,189.0
11887,Other,1750.0,3.0,3,120.0
11889,TC Palaya,1152.0,2.0,2,55.0
11890,Thanisandra,965.0,2.0,2,54.0
11891,Lingadheeranahalli,1684.0,3.0,3,120.0
11892,Hennur Road,1672.0,3.0,3,86.0
11893,Panathur,1075.0,2.0,2,60.0
11894,Sarjapur,1500.0,5.0,3,95.0
11895,Other,1464.0,3.0,3,56.0
11896,Hebbal,1420.0,2.0,2,99.26
11897,Other,750.0,2.0,2,40.0
11898,Yeshwanthpur,1169.0,2.0,2,64.08
11899,Devanahalli,1290.0,2.0,3,62.0
11900,Kengeri,1160.0,2.0,2,40.6
11902,Mysore Road,1500.0,3.0,3,70.0
11903,Domlur,1850.0,3.0,3,180.0
11904,Other,1300.0,3.0,3,46.0
11905,Electronic City Phase II,1310.0,2.0,3,37.84
11907,Other,2150.0,3.0,3,170.0
11909,Kanakpura Road,1300.0,2.0,3,69.0
11910,Kadugodi,1875.0,2.0,3,110.0
11911,Hulimavu,1260.0,2.0,3,82.0
11912,Kengeri,2500.0,4.0,5,100.0
11913,Begur Road,1241.0,2.0,2,64.0
11914,Sarjapur  Road,1025.0,2.0,2,45.5
11915,Other,1500.0,1.0,2,218.0
11916,Electronic City,1070.0,2.0,2,60.0
11917,Begur,815.0,2.0,2,40.0
11918,Kanakpura Road,2000.0,3.0,3,105.0
11919,Malleshwaram,1400.0,2.0,2,190.0
11920,Varthur,1740.0,4.0,4,175.0
11922,Sarjapur  Road,1216.0,2.0,2,70.0
11923,Other,2200.0,2.0,3,190.0
11927,Kanakpura Road,1200.0,2.0,2,62.0
11928,Marathahalli,1026.0,2.0,2,50.18
11929,Hulimavu,450.0,1.0,1,20.0
11930,KR Puram,1205.0,2.0,2,45.79
11931,Other,1368.0,2.0,2,87.0
11932,Anekal,420.0,1.0,1,12.5
11933,Doddakallasandra,1270.0,2.0,2,42.0
11934,Anekal,614.0,1.0,2,28.0
11935,Margondanahalli,1050.0,2.0,2,58.0
11936,Yelahanka,1408.0,2.0,2,58.0
11937,Subramanyapura,1223.0,2.0,3,42.81
11938,Other,1507.0,3.0,3,80.0
11939,Other,1160.0,2.0,2,57.0
11940,Other,1200.0,3.0,3,70.0
11941,Poorna Pragna Layout,960.0,2.0,2,50.0
11942,NGR Layout,1021.0,2.0,2,46.0
11943,Hegde Nagar,2162.03,4.0,3,129.0
11944,Channasandra,1065.0,2.0,2,36.0
11945,Attibele,400.0,1.0,1,10.25
11946,Bannerghatta Road,1465.0,2.0,3,75.0
11947,Kanakpura Road,900.0,2.0,2,41.0
11948,Marathahalli,1800.0,3.0,3,95.0
11949,Other,1175.0,2.0,2,83.0
11951,Vijayanagar,1500.0,4.0,4,360.0
11952,Sanjay nagar,1050.0,2.0,2,59.0
11953,Electronic City Phase II,1400.0,2.0,3,40.43
11954,Indira Nagar,1650.0,3.0,3,150.0
11955,KR Puram,1827.0,3.0,3,97.0
11956,Thanisandra,1930.0,4.0,3,122.0
11957,Mysore Road,883.0,2.0,2,37.0
11958,Kengeri,550.0,1.0,1,16.75
11959,Electronic City,1400.0,2.0,3,40.44
11960,Other,1350.0,4.0,4,310.0
11961,Kanakapura,1290.0,2.0,3,38.69
11962,Raja Rajeshwari Nagar,1021.0,3.0,3,59.0
11963,Whitefield,1158.0,2.0,2,55.0
11964,Other,1200.0,4.0,5,99.0
11965,Nagarbhavi,1400.0,2.0,3,135.0
11966,Doddaballapur,2400.0,3.0,4,200.0
11967,Munnekollal,1200.0,2.0,3,57.9
11968,JP Nagar,1520.0,3.0,3,125.0
11969,Thanisandra,777.0,1.0,1,38.46
11970,EPIP Zone,2710.0,3.0,3,177.0
11971,Kenchenahalli,1150.0,2.0,2,57.0
11972,Yelahanka,1101.0,2.0,2,37.0
11973,Mahalakshmi Layout,1200.0,2.0,3,110.0
11974,Hebbal,1252.0,2.0,2,92.0
11975,Marathahalli,1650.0,3.0,3,85.0
11976,Marathahalli,1270.0,2.0,2,80.0
11977,Tumkur Road,992.0,2.0,2,70.0
11978,BEML Layout,2000.0,3.0,3,85.0
11979,Other,893.0,2.0,2,34.5
11980,Bisuvanahalli,1075.0,2.0,3,41.49
11982,Electronic City,1190.0,2.0,2,42.0
11983,Other,800.0,2.0,3,60.0
11984,Sarjapur  Road,1814.0,3.0,3,63.0
11985,Other,1400.0,3.0,3,98.0
11987,Murugeshpalya,1344.0,2.0,3,56.0
11989,Kanakpura Road,1843.0,3.0,3,95.0
11990,Other,1138.0,2.0,2,32.0
11991,Other,1495.0,2.0,3,70.0
11992,Electronic City,880.0,2.0,2,19.0
11993,Whitefield,1396.0,3.0,3,74.0
11994,Garudachar Palya,1610.0,2.0,3,119.0
11995,Tindlu,1050.0,2.0,2,55.0
11996,Other,1410.0,2.0,3,43.71
11997,Ramamurthy Nagar,1050.0,2.0,2,37.8
11998,Kumaraswami Layout,1310.0,2.0,3,85.0
11999,Yelahanka,1104.0,2.0,2,58.0
12000,Hennur Road,1165.0,2.0,2,67.0
12001,Kudlu,1027.0,2.0,2,44.0
12002,Hormavu,1310.0,2.0,2,60.0
12003,Other,1052.0,2.0,2,52.0
12004,Singasandra,1464.0,3.0,3,56.0
12005,Other,1000.0,2.0,2,45.0
12006,Other,2240.0,3.0,3,300.0
12007,Electronic City,1150.0,2.0,2,38.08
12008,Thanisandra,2019.0,3.0,3,70.67
12009,Varthur,986.0,2.0,2,31.0
12010,Banashankari Stage III,1350.0,1.0,1,145.0
12012,Akshaya Nagar,1893.0,4.0,3,95.0
12013,Gollarapalya Hosahalli,1318.0,3.0,3,56.0
12014,Yelahanka,1325.0,2.0,3,58.0
12015,Kereguddadahalli,800.0,2.0,2,33.0
12016,Other,1300.0,3.0,3,42.25
12017,Other,1300.0,2.0,3,60.0
12018,Jalahalli East,1010.0,2.0,2,52.0
12019,Banashankari,1260.0,2.0,2,75.0
12020,Ulsoor,2500.0,4.0,4,170.0
12021,Other,1520.0,3.0,3,165.0
12022,Bellandur,1665.0,3.0,3,85.0
12023,Subramanyapura,1800.0,3.0,3,80.0
12024,Harlur,1197.0,2.0,2,75.0
12025,Other,1050.0,2.0,2,45.0
12026,Other,910.0,4.0,5,194.0
12027,Thanisandra,1241.0,2.0,3,68.0
12028,Other,1567.0,2.0,3,62.0
12029,Kasavanhalli,1747.0,3.0,3,110.0
12030,Ramagondanahalli,1475.0,2.0,3,55.0
12031,Other,600.0,4.0,4,70.0
12032,Other,1524.0,4.0,3,400.0
12033,Hennur Road,980.0,2.0,2,51.0
12034,Dasanapura,966.0,2.0,2,58.0
12035,Other,2360.0,3.0,4,185.0
12036,Sarjapur  Road,1112.0,2.0,2,62.0
12037,Electronic City,550.0,1.0,2,16.0
12038,Other,1760.0,3.0,3,90.0
12039,Hennur,1830.0,2.0,3,113.0
12040,Yelahanka,1175.0,2.0,2,67.77
12041,Whitefield,1175.0,2.0,2,41.0
12042,Horamavu Banaswadi,1025.0,2.0,2,45.0
12043,Hennur Road,1232.0,2.0,2,80.0
12044,5th Phase JP Nagar,1010.0,2.0,2,57.0
12045,Sarjapur  Road,1273.0,2.0,2,60.0
12046,Battarahalli,1590.0,2.0,2,102.0
12047,Other,1100.0,2.0,2,58.5
12048,Electronic City Phase II,1252.0,2.0,3,65.0
12049,1st Phase JP Nagar,2615.0,5.0,4,222.0
12051,Yelahanka,1322.0,2.0,2,77.9
12052,7th Phase JP Nagar,1000.0,1.0,1,60.0
12053,Harlur,1755.0,3.0,3,117.0
12054,Electronic City Phase II,1135.0,2.0,2,46.0
12056,Electronic City,1200.0,4.0,4,125.0
12057,Nagavarapalya,1260.0,2.0,2,85.5
12058,Hoodi,3250.0,5.0,5,395.0
12061,Kanakpura Road,1100.0,2.0,3,53.0
12062,Electronic City Phase II,1305.0,3.0,3,65.0
12063,Other,1236.0,2.0,2,50.0
12064,Uttarahalli,1125.0,1.0,2,45.0
12065,KR Puram,1075.0,2.0,2,32.25
12066,BEML Layout,2000.0,3.0,3,85.0
12069,Kadugodi,1150.0,2.0,2,42.0
12070,Other,1440.0,4.0,4,240.0
12071,Hennur Road,1085.0,2.0,2,43.4
12072,Hebbal Kempapura,1785.0,3.0,3,165.0
12073,Malleshwaram,2475.0,4.0,3,300.0
12074,Thanisandra,1930.0,4.0,3,120.0
12075,Other,600.0,4.0,2,70.0
12076,Other,800.0,1.0,2,45.0
12077,Kumaraswami Layout,2450.0,3.0,4,110.0
12078,Other,1200.0,4.0,4,120.0
12079,Bannerghatta Road,1920.0,3.0,3,122.0
12080,Kothannur,1085.0,2.0,2,34.2
12081,Thanisandra,760.0,1.0,1,50.4
12082,Sahakara Nagar,1201.0,2.0,2,80.0
12083,Electronic City,1615.0,3.0,3,97.0
12084,HSR Layout,1289.0,2.0,2,70.0
12085,Budigere,1991.0,4.0,3,100.0
12086,Kasavanhalli,1377.0,2.0,2,80.0
12088,Other,1892.0,3.0,3,200.0
12089,Shivaji Nagar,2176.0,3.0,3,348.0
12090,Thanisandra,663.0,1.0,1,32.82
12091,Electronic City,1165.0,2.0,2,33.65
12092,Talaghattapura,3554.0,4.0,3,340.0
12093,Thanisandra,1260.0,2.0,2,45.5
12094,Other,1095.0,2.0,2,39.0
12095,Other,1050.0,2.0,2,65.0
12096,Seegehalli,1176.0,2.0,2,50.0
12097,Thanisandra,1801.0,3.0,3,115.0
12098,Whitefield,1315.0,2.0,2,55.0
12099,Parappana Agrahara,1194.0,2.0,2,46.0
12100,NRI Layout,2400.0,2.0,2,125.0
12101,Uttarahalli,1308.0,2.0,3,53.0
12104,Thanisandra,3671.0,4.0,4,220.0
12105,Hoodi,2144.0,3.0,3,140.0
12106,Hoskote,1065.0,2.0,2,33.75
12107,Balagere,1205.0,2.0,2,67.0
12108,Uttarahalli,1160.0,2.0,2,40.58
12109,Other,750.0,4.0,4,90.0
12110,Parappana Agrahara,1194.0,2.0,2,47.0
12111,Other,1200.0,3.0,3,56.53
12112,2nd Phase Judicial Layout,1681.0,3.0,3,69.0
12113,Bommasandra Industrial Area,1130.0,2.0,2,32.64
12114,Iblur Village,3633.0,5.0,4,335.0
12115,Kanakpura Road,1843.0,3.0,3,90.0
12116,Bommasandra Industrial Area,1065.0,2.0,2,30.75
12117,Thubarahalli,1885.0,3.0,3,85.52
12118,R.T. Nagar,1500.0,2.0,2,45.0
12119,Panathur,1210.0,2.0,2,69.0
12120,TC Palaya,1126.0,2.0,2,39.4
12121,Rayasandra,1357.0,2.0,3,59.0
12122,Whitefield,1451.0,2.0,3,46.4
12123,Kodigehaali,1600.0,3.0,4,185.0
12124,Hennur Road,950.0,2.0,2,55.0
12125,Bellandur,960.0,2.0,2,48.0
12126,Other,1625.0,3.0,3,92.0
12127,Kaggalipura,2200.0,4.0,3,150.0
12128,Ambalipura,1607.0,2.0,3,112.0
12129,Kanakpura Road,900.0,2.0,2,46.29
12130,Other,1080.0,2.0,2,38.0
12131,Cooke Town,2300.0,3.0,3,250.0
12132,Hosa Road,1708.0,3.0,4,64.05
12134,Bellandur,1690.0,2.0,3,116.0
12135,Other,2100.0,3.0,5,145.0
12136,Other,1269.0,2.0,2,97.0
12137,Haralur Road,1243.0,2.0,2,46.0
12138,Haralur Road,1890.0,3.0,3,84.0
12139,Electronic City Phase II,1165.0,2.0,2,33.64
12140,BTM Layout,1196.0,2.0,2,56.81
12141,Parappana Agrahara,1194.0,2.0,2,47.0
12142,Old Madras Road,1630.0,3.0,3,110.0
12143,Whitefield,1063.0,2.0,2,42.52
12144,Other,1025.0,2.0,2,39.98
12145,Chikkabanavar,1067.0,2.0,2,38.0
12146,Kanakpura Road,1299.0,2.0,2,89.63
